Path,Artifact Type,Current Purpose,Referenced By,Classification,Information To Preserve,Canonical Destination,Recommended Action,Delete Preconditions,Risk,Git State,SHA256,Bytes,Reference Scan
scripts/.work/qoder-scenes.mjs,oneoff-script,内容特征：文件修改,待静态引用扫描；脚本之间可存在链式调用; NO_LITERAL_PATH_OR_FILENAME_HIT,DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,??,7de649300d9f326a7d0e54276c312d74cc5c027e36083598417cf9f44df2d73e,2374,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/qoder-scenes.txt,oneoff-output-or-registry,运行记录/探测/统计/提交列表，需区分失败与清理登记,"Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; SCRIPT=scripts/.work/qoder-scenes.mjs:46,scripts/.work/qoder-scenes.mjs:47",DEFER_CLEANUP,未结案失败、资源registry、有效诊断或验收事实的脱敏摘要,对应WP/正式指南与最终Evidence,DEFER,逐内容审核敏感性与是否未结案registry；先归并保全再WP-015决定删除,HIGH,??,10e56729c6acac90a73b19eb086a8cf1eb61557951131b9bc7e5b059a8e3454b,6958,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=2; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/qoder-secret-scan.mjs,oneoff-script,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/qoder-continuous-progress-2026-09-03.md:1086,docs/evidence/scaffold-upgrade/qoder-continuous-progress-2026-09-03.md:984",REFACTOR_THEN_DELETE,重复验证/认证/安全扫描/写入登记/清理能力及失败断言,omni-frontend/e2e*/fixtures或tools/omni-cli/scripts/正式checker,REFACTOR_THEN_DELETE,先设计正式入口/无凭证日志/身份与隔离约束，并通过等价正负例；迁移全部引用；原能力不丢失；WP-015再删旧副本,HIGH,??,3a298ea0a88a6efba90edffa4766854a9a2b9a1972d0e16206f99be6d23b5dc3,2289,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/qoder-section-metrics.mjs,oneoff-script,内容特征：历史实例/转换/诊断工具；需核实长期复用边界,待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/qoder-continuous-progress-2026-09-03.md:789,DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,??,5ac6c9695909fc86bc455f2b2bd255e7b902a63f14286c68dbbca464e8b8d7d3,1267,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=1; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/qoder-stage-pathspec-b1.txt,oneoff-output-or-registry,运行记录/探测/统计/提交列表，需区分失败与清理登记,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; NO_LITERAL_PATH_OR_FILENAME_HIT,DEFER_CLEANUP,未结案失败、资源registry、有效诊断或验收事实的脱敏摘要,对应WP/正式指南与最终Evidence,DEFER,逐内容审核敏感性与是否未结案registry；先归并保全再WP-015决定删除,HIGH,??,26266ea50455230967d95359f10cbcb77c697d9ecd8f92a80dc574e59ec8f98f,3123,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/qoder-stage-pathspec-b2.txt,oneoff-output-or-registry,运行记录/探测/统计/提交列表，需区分失败与清理登记,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; NO_LITERAL_PATH_OR_FILENAME_HIT,DEFER_CLEANUP,未结案失败、资源registry、有效诊断或验收事实的脱敏摘要,对应WP/正式指南与最终Evidence,DEFER,逐内容审核敏感性与是否未结案registry；先归并保全再WP-015决定删除,HIGH,??,0dbebb3937fb584aa48aa14ebde511e0dcf071cdc3735e7a22e862fa57428461,668,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/qoder-stage-pathspec-b3.txt,oneoff-output-or-registry,运行记录/探测/统计/提交列表，需区分失败与清理登记,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; NO_LITERAL_PATH_OR_FILENAME_HIT,DEFER_CLEANUP,未结案失败、资源registry、有效诊断或验收事实的脱敏摘要,对应WP/正式指南与最终Evidence,DEFER,逐内容审核敏感性与是否未结案registry；先归并保全再WP-015决定删除,HIGH,??,8ab5d02b7bf94d9b2d14fe7926aeeaa33e9a4d635164e5ed2906a3ff4f5a1cc9,949,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/qoder-stage-pathspec-b4.txt,oneoff-output-or-registry,运行记录/探测/统计/提交列表，需区分失败与清理登记,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; NO_LITERAL_PATH_OR_FILENAME_HIT,DEFER_CLEANUP,未结案失败、资源registry、有效诊断或验收事实的脱敏摘要,对应WP/正式指南与最终Evidence,DEFER,逐内容审核敏感性与是否未结案registry；先归并保全再WP-015决定删除,HIGH,??,f05e8dc9facfcdf07fe138660f9b1b94168b370cc1b214cd77fdac7745bd80fc,1090,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/qoder-stage-pathspec.txt,oneoff-output-or-registry,运行记录/探测/统计/提交列表，需区分失败与清理登记,"Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; DOCS=docs/evidence/scaffold-upgrade/qoder-continuous-progress-2026-09-03.md:1086,docs/evidence/scaffold-upgrade/qoder-continuous-progress-2026-09-03.md:203",DEFER_CLEANUP,未结案失败、资源registry、有效诊断或验收事实的脱敏摘要,对应WP/正式指南与最终Evidence,DEFER,逐内容审核敏感性与是否未结案registry；先归并保全再WP-015决定删除,HIGH,??,209d53146a51259c10bebd888c721391ec8739f47e70d41ae278198ed6cfae17,1782,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/qoder-table-seq.mjs,oneoff-script,内容特征：历史实例/转换/诊断工具；需核实长期复用边界,待静态引用扫描；脚本之间可存在链式调用; NO_LITERAL_PATH_OR_FILENAME_HIT,DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,??,6034e3c9206c9b84b4d22dae485efe4d0095d246a4c9b0dcffef2606dfa6a596,1307,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/quotation_api_probe.py,oneoff-script,内容特征：HTTP/浏览器操作、断言/检查,待静态引用扫描；脚本之间可存在链式调用; NO_LITERAL_PATH_OR_FILENAME_HIT,REFACTOR_THEN_DELETE,重复验证/认证/安全扫描/写入登记/清理能力及失败断言,omni-frontend/e2e*/fixtures或tools/omni-cli/scripts/正式checker,REFACTOR_THEN_DELETE,先设计正式入口/无凭证日志/身份与隔离约束，并通过等价正负例；迁移全部引用；原能力不丢失；WP-015再删旧副本,HIGH,??,c81fc43720f852ef913f4d3b01c6a5642268969b0ebbff2c16c5a40827c2bfd5,7171,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/run-docs-e2e.ps1,oneoff-script,内容特征：HTTP/浏览器操作,待静态引用扫描；脚本之间可存在链式调用; NO_LITERAL_PATH_OR_FILENAME_HIT,REFACTOR_THEN_DELETE,重复验证/认证/安全扫描/写入登记/清理能力及失败断言,omni-frontend/e2e*/fixtures或tools/omni-cli/scripts/正式checker,REFACTOR_THEN_DELETE,先设计正式入口/无凭证日志/身份与隔离约束，并通过等价正负例；迁移全部引用；原能力不丢失；WP-015再删旧副本,HIGH,??,3a9b914e7c47b9f5d2e76b6887ce10d0d5a58d88c23f5bf414003638884a1f76,1698,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/run-srm-e2e.ps1,oneoff-script,内容特征：HTTP/浏览器操作,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/qoder-continuous-progress-2026-09-03.md:1084,docs/evidence/scaffold-upgrade/qoder-continuous-progress-2026-09-03.md:1086,docs/evidence/scaffold-upgrade/qoder-continuous-progress-2026-09-03.md:147",REFACTOR_THEN_DELETE,重复验证/认证/安全扫描/写入登记/清理能力及失败断言,omni-frontend/e2e*/fixtures或tools/omni-cli/scripts/正式checker,REFACTOR_THEN_DELETE,先设计正式入口/无凭证日志/身份与隔离约束，并通过等价正负例；迁移全部引用；原能力不丢失；WP-015再删旧副本,HIGH,??,69bf864d6e7784e96d16fc59cae27f42ad7d6474473b37caebbf266b111e490e,1864,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=3; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/run-srm-supplier-detail.ps1,oneoff-script,内容特征：HTTP/浏览器操作,待静态引用扫描；脚本之间可存在链式调用; NO_LITERAL_PATH_OR_FILENAME_HIT,REFACTOR_THEN_DELETE,重复验证/认证/安全扫描/写入登记/清理能力及失败断言,omni-frontend/e2e*/fixtures或tools/omni-cli/scripts/正式checker,REFACTOR_THEN_DELETE,先设计正式入口/无凭证日志/身份与隔离约束，并通过等价正负例；迁移全部引用；原能力不丢失；WP-015再删旧副本,HIGH,??,9e3eed289728fe441980da07594e44fabead03d10911c5b737e25d3dfd4d7342,1828,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/sweep_e2esq.py,oneoff-script,内容特征：HTTP/浏览器操作,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/handover-status-2026-09-03.md:109,docs/evidence/scaffold-upgrade/handover-status-2026-09-03.md:76,docs/evidence/scaffold-upgrade/srm-quotation-recovery-2026-09-03.md:133,docs/evidence/scaffold-upgrade/srm-quotation-recovery-2026-09-03.md:28,docs/evidence/scaffold-upgrade/srm-quotation-recovery-2026-09-03.md:84,docs/evidence/scaffold-upgrade/srm-supplier-quotation-qoder-handoff-2026-09-03.md:132,docs/evidence/scaffold-upgrade/srm-supplier-quotation-qoder-handoff-2026-09-03.md:311",REFACTOR_THEN_DELETE,重复验证/认证/安全扫描/写入登记/清理能力及失败断言,omni-frontend/e2e*/fixtures或tools/omni-cli/scripts/正式checker,REFACTOR_THEN_DELETE,先设计正式入口/无凭证日志/身份与隔离约束，并通过等价正负例；迁移全部引用；原能力不丢失；WP-015再删旧副本,HIGH,??,71d6c67d85a0d6ad741c541409fc8f1439605adc4e9b074fec35dd6961d9198d,4249,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=7; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/verify-admin-jwt.ps1,oneoff-script,内容特征：HTTP/浏览器操作,待静态引用扫描；脚本之间可存在链式调用; NO_LITERAL_PATH_OR_FILENAME_HIT,REFACTOR_THEN_DELETE,认证资格验证/凭证生命周期与保全处理的可复用能力，禁止日志含token,正式E2E认证fixture与安全操作指南,REFACTOR_THEN_DELETE,当前实际逻辑安全审查，等价正式能力/负例验证、引用迁移后WP-015；原件先保全,HIGH,??,1604debd7810126cd0f357cf0c5a3ac39a220652f013e5d4dd0ce18c00aa75da,2735,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/.work/verify_requisition_chain.py,oneoff-script,内容特征：HTTP/浏览器操作,待静态引用扫描；脚本之间可存在链式调用; NO_LITERAL_PATH_OR_FILENAME_HIT,REFACTOR_THEN_DELETE,重复验证/认证/安全扫描/写入登记/清理能力及失败断言,omni-frontend/e2e*/fixtures或tools/omni-cli/scripts/正式checker,REFACTOR_THEN_DELETE,先设计正式入口/无凭证日志/身份与隔离约束，并通过等价正负例；迁移全部引用；原能力不丢失；WP-015再删旧副本,HIGH,??,e3250bb26245841a523cdf093c5a5e5c92c357e487bfa2e718863a1fd13fa6f4,6521,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=0; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/api-output.json,oneoff-output-or-registry,运行记录/探测/统计/提交列表，需区分失败与清理登记,"Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:101,docs/evidence/scaffold-upgrade/wp10-inventory.md:23; SCRIPT=scripts/raw-json.ps1:12,scripts/raw-json.ps1:13",DEFER_CLEANUP,未结案失败、资源registry、有效诊断或验收事实的脱敏摘要,对应WP/正式指南与最终Evidence,DEFER,逐内容审核敏感性与是否未结案registry；先归并保全再WP-015决定删除,HIGH,tracked-clean,f1945cd6c19e56b3c1c78943ef5ec18116907a4ca1efc40a57d48ab1db7adfc5,3,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=2; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/api-raw-bytes.bin,oneoff-output-or-registry,运行记录/探测/统计/提交列表，需区分失败与清理登记,"Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:101,docs/evidence/scaffold-upgrade/wp10-inventory.md:23; SCRIPT=scripts/check-hex.py:3,scripts/check-raw.py:30",DEFER_CLEANUP,未结案失败、资源registry、有效诊断或验收事实的脱敏摘要,对应WP/正式指南与最终Evidence,DEFER,逐内容审核敏感性与是否未结案registry；先归并保全再WP-015决定删除,HIGH,tracked-clean,673597b5262c647eb68000c39bb5fe82d0b49929a0b753d6336da3c00c022bd1,840,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=2; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/api-raw.json,oneoff-output-or-registry,运行记录/探测/统计/提交列表，需区分失败与清理登记,"Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:101,docs/evidence/scaffold-upgrade/wp10-inventory.md:23; SCRIPT=scripts/test-api.py:33",DEFER_CLEANUP,未结案失败、资源registry、有效诊断或验收事实的脱敏摘要,对应WP/正式指南与最终Evidence,DEFER,逐内容审核敏感性与是否未结案registry；先归并保全再WP-015决定删除,HIGH,tracked-clean,8ccca88b754db1fbeb611a7d95b11225d9cf05ea267d2e27d6d335b5d537e851,823,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/api-result.json,oneoff-output-or-registry,运行记录/探测/统计/提交列表，需区分失败与清理登记,"Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:101,docs/evidence/scaffold-upgrade/wp10-inventory.md:23; SCRIPT=scripts/curl-api.ps1:14,scripts/curl-api.ps1:17,scripts/curl-api.ps1:19",DEFER_CLEANUP,未结案失败、资源registry、有效诊断或验收事实的脱敏摘要,对应WP/正式指南与最终Evidence,DEFER,逐内容审核敏感性与是否未结案registry；先归并保全再WP-015决定删除,HIGH,tracked-clean,141d0eee920f04eae74509434b49e8c473014166b90ec31e6f03596a782bf89f,435,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=3; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/approve-all.ps1,oneoff-script,内容特征：HTTP/浏览器操作、DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:97,docs/evidence/scaffold-upgrade/wp10-inventory.md:32",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,2aa07b0571d8db1dfc642ca1fbe7fe944ef1cc6542b4d15d41b745d1e239b4a8,4356,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/bpmn/leave-approval.bpmn20.xml,legacy-bpmn-copy,流程样例副本，可能被手工脚本部署,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; DOCS=docs/evidence/scaffold-upgrade/wp10-inventory.md:34; PRODUCTION=omni-backend/omni-workflow/src/main/java/com/omni/workflow/config/ProcessDefinitionDeployer.java:30; REVIEWED: ProcessDefinitionDeployer使用classpath bpmn/leave-approval.bpmn20.xml，不证明加载scripts副本；删除前比对资源正本,REFACTOR_THEN_DELETE,业务模型及测试fixture,omni-backend/omni-workflow/src/main/resources/bpmn/或正式测试fixture,REFACTOR_THEN_DELETE,与classpath正本语义对照、部署loader与脚本引用检查、流程验收后删重复,HIGH,tracked-clean,35fc922c1c069e400d46e0ccf4dd83650dc44bf40f511d4456b01506ca59942e,10955,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=1; TEST=0; DOCS=1; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/bpmn/procurement-approval.bpmn20.xml,legacy-bpmn-copy,流程样例副本，可能被手工脚本部署,"Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值; DOCS=docs/evidence/scaffold-upgrade/wp10-inventory.md:34; SCRIPT=scripts/deploy-and-start.ps1:22,scripts/fix-bpmn.ps1:2",REFACTOR_THEN_DELETE,业务模型及测试fixture,omni-backend/omni-workflow/src/main/resources/bpmn/或正式测试fixture,REFACTOR_THEN_DELETE,与classpath正本语义对照、部署loader与脚本引用检查、流程验收后删重复,HIGH,tracked-clean,57a022247a2eecce99713eb44f530b8f62a0c31f6ba6e9fc191db4353638f1a9,35739,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=1; SCRIPT=2; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/check-all.py,oneoff-script,内容特征：HTTP/浏览器操作,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:99,docs/evidence/scaffold-upgrade/wp10-inventory.md:32",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,ccd3708c6dc8ecc3227b90b2b70b79380e656958347bc796c52f834e202b7902,1787,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/check-hex.py,oneoff-script,内容特征：历史实例/转换/诊断工具；需核实长期复用边界,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:99,docs/evidence/scaffold-upgrade/wp10-inventory.md:32",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,f8c425fc0542caba685f384b0b256dcd61ee10e81c79b5226ebb9803abb0bfed,220,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/check-inst3.py,oneoff-script,内容特征：HTTP/浏览器操作,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:99,docs/evidence/scaffold-upgrade/wp10-inventory.md:31",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,aec7f996c160264ef2a3e4ef8662b592f6c864161475b38a2937ff62b2854750,1466,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/check-raw.py,oneoff-script,内容特征：HTTP/浏览器操作,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:99,docs/evidence/scaffold-upgrade/wp10-inventory.md:32",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,6721d0a401fcb092f96dbe4065349320fae34ec8e9be7b6d4b5e3d769bf6e412,1670,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/cleanup-inst4.ps1,oneoff-script,内容特征：HTTP/浏览器操作、DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:98,docs/evidence/scaffold-upgrade/wp10-inventory.md:30",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,70007a9188898ea79d593ac8aa9aae635ed157f84a5c232b70582ab88971064a,3156,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/cleanup-inst4.sql,oneoff-script,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:100,docs/evidence/scaffold-upgrade/migration-inventory.md:51,docs/evidence/scaffold-upgrade/wp10-inventory.md:30",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,d291166a8cf53895563582ab8a6863e9c3a270b72e396d8412dc0864f1dd5e2b,1802,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=3; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/curl-api.ps1,oneoff-script,内容特征：HTTP/浏览器操作,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:97,docs/evidence/scaffold-upgrade/wp10-inventory.md:32",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,8a6d258bcfd30fa30e4e89538cd7bfaa2d87e0e33ea52063f5b82d57639f0310,1289,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
